$ 900 Point Integration Scheme

$ Collums: Node id x y z weight
880 7.20126681340000E-01 6.09522986670000E-02 6.91160169649000E-01 9.47657338518835E-03
881 5.93013055166000E-01 -8.05004273899000E-01 -1.74251372380000E-02 1.10770881939385E-02
882 4.60486926048000E-01 -7.68387672351000E-01 4.44445920127000E-01 1.79013928383464E-02
883 1.40813220567000E-01 -1.68698439417000E-01 -9.75557519294000E-01 1.77755140851332E-02
884 -9.17393381624000E-01 3.35466333419000E-01 2.14130153167000E-01 1.32652876016552E-02
885 6.90760554403000E-01 -4.48501029972000E-01 -5.67183112050000E-01 8.55754285980712E-03
886 7.34022744630000E-01 2.03679049759000E-01 -6.47862219191000E-01 1.36009701344618E-02
887 6.33687213272000E-01 7.63767942902000E-01 1.22878171909000E-01 1.41960662353939E-02
888 8.70821834791000E-01 -4.87559848628000E-01 6.28866126970000E-02 6.57470307656212E-03
889 -4.83525689647000E-01 -6.03789973772000E-01 6.33751193312000E-01 1.80224480585169E-02
890 -7.13692039870000E-01 -6.17534438224000E-01 3.30597776511000E-01 1.38198584016813E-02
891 7.90278347327000E-01 3.56337594353000E-01 -4.98481346288000E-01 1.25520320705411E-02
892 -5.78493970900000E-01 5.92450662968000E-01 -5.60666511912000E-01 1.07306676946931E-02
893 -6.57996583785000E-01 5.89237495048000E-01 4.68870632646000E-01 9.36720234391039E-03
894 2.90239862492000E-01 -9.56932598442000E-01 -6.38938652400000E-03 1.54114969595556E-02
895 -4.11147369576000E-01 8.88745371649000E-01 -2.02705463330000E-01 1.60912117965270E-02
896 9.69441584378000E-01 2.12475062411000E-01 -1.22626923355000E-01 1.42482831673454E-02
897 -8.82693474970000E-02 8.36621939250000E-01 5.40622098195000E-01 1.64799866076456E-02
898 7.67754240300000E-02 -4.75257647454000E-01 -8.76490560589000E-01 1.26982495896839E-02
899 1.39495770207000E-01 4.16048998448000E-01 -8.98578967584000E-01 1.39536823523654E-02
900 9.87329964301000E-01 -8.35285869780000E-02 1.34916703009000E-01 1.70321172872448E-02
$END
